#RUNE,Orris_eth,1652261964456894464,https://twitter.com/OxTolliverBTC/status/1652261964456894464,2023-04-29 10:42:04+00:00,"Trending #Thorchain News 🤓

Unizen (ZCX) enters into a strategic partnership with Thorchain (RUNE)

#cryptonews #crypto #cryptocurrency $RUNE #RUNE

Follow for more 👇 https://t.co/qztVlEuyUf",361678193,128,1,0
#RUNE,Someone Somewhere,1652259382762037248,https://twitter.com/gimmesomepie/status/1652259382762037248,2023-04-29 10:31:49+00:00,"RT @95MoonGirl: Last Trade #Signal    
    

💎Astroport - One of the most popular AMM platforms ever assembled. With Astroport, users can instantly swap crypto assets while earning yield🔥

 #INJ #Injective #DeFi #cosmos #Dex https://t.co/KtdzZhW0yz",1491686380006780931,879,24,1
#INJ,Roy R🧐,1652219146455724032,https://twitter.com/XRoy09/status/1652219146455724032,2023-04-29 07:51:55+00:00,"RT @fastestcekilis: 🎁30$ #SOL FAST [3H] Giveaway🚀

⚔️To enter:
1️⃣Like❤️&amp;RT🔁
2️⃣RT+Like and tag friends last 2 retweet on @PolygonSniper…",1189793378319253504,158,0,330
#INJ,Maya 🇮🇱,1652217599235866627,https://twitter.com/mayashoham143/status/1652217599235866627,2023-04-29 07:45:47+00:00,"RT @fastestcekilis: 🎁30$ #SOL FAST [3H] Giveaway🚀

⚔️To enter:
1️⃣Like❤️&amp;RT🔁
2️⃣RT+Like and tag friends last 2 retweet on @PolygonSniper…",205564214,70,0,330
#INJ,Anton Pravov,1652217126650773506,https://twitter.com/anton_pravov/status/1652217126650773506,2023-04-29 07:43:54+00:00,"RT @Eveleyan: Gn, ninjas🖤

⏰Today I would like to share with you useful and interesting articles in the @Injective_  Blog💪

#injective #inj…",901169756925030400,147,0,2
#INJ,Sachin,1652214981197455360,https://twitter.com/Sachin90660948/status/1652214981197455360,2023-04-29 07:35:22+00:00,"RT @QasimSaleemQur1: $USTC $1 $LUNC $0.01 $LUNA $30 anniversary pump highly inevitable.🚀
#LUNA #LUNC #USTC #LUNCcommunity #ust $ust #wluna…",1144484693833707521,5,0,16
#INJ,Astar Network Retweet 🤖,1652214467491397637,https://twitter.com/AstarReTweet/status/1652214467491397637,2023-04-29 07:33:20+00:00,"RT @d3m_dest: Great news for @Injective_ community - there is new integration with @AstarNetwork 🥷 🌠

Read: https://t.co/WNwCOHsYd7

#cosmo…",1570355909020504067,73,0,2
#INJ,D3M,1652213970319622145,https://twitter.com/d3m_dest/status/1652213970319622145,2023-04-29 07:31:21+00:00,"Great news for @Injective_ community - there is new integration with @AstarNetwork 🥷 🌠

Read: https://t.co/WNwCOHsYd7

#cosmos #Injective #INJ #crypto #NFT #blockchain #PoweredByInjective #Web3 https://t.co/vHbtvS7tFl",1535595723412189189,475,28,2
#INJ,Ρε βλάκα! Ρε ηλίθιε!,1652212749361971200,https://twitter.com/oiktosleme/status/1652212749361971200,2023-04-29 07:26:30+00:00,RT @panosvss: One to rule them all... #InjectiveEcosystem #INJgreece #InjectiveGr  #inj  #DeFi #Cosmos #Web3 #dApps https://t.co/UJA7dKMGYG,1455091558013931520,33,0,2
#INJ,Nikos13,1652212000179494913,https://twitter.com/nikos_lazarakis/status/1652212000179494913,2023-04-29 07:23:32+00:00,RT @panosvss: One to rule them all... #InjectiveEcosystem #INJgreece #InjectiveGr  #inj  #DeFi #Cosmos #Web3 #dApps https://t.co/UJA7dKMGYG,1443176076939829253,93,0,2
#INJ,Panos_Vss 🥷,1652211509865398273,https://twitter.com/panosvss/status/1652211509865398273,2023-04-29 07:21:35+00:00,One to rule them all... #InjectiveEcosystem #INJgreece #InjectiveGr  #inj  #DeFi #Cosmos #Web3 #dApps https://t.co/UJA7dKMGYG,2598076886,1132,6,2
#INJ,Digital Currency: The Future Of Your Money,1652211435756191746,https://twitter.com/Maciek26159981/status/1652211435756191746,2023-04-29 07:21:17+00:00,RT @Alex76491752: News for #INJ holders!  @Injective_🥷 staking is now available on @AtomicWallet . Stake your $INJ and join the effort to d…,1355515609862303749,149,0,4
#INJ,อิสระอยู่หนใด อยากล่อยลอยไปสู่ปลายฟ้า,1652211056616562688,https://twitter.com/dq4vlHQ0IU2taW4/status/1652211056616562688,2023-04-29 07:19:47+00:00,"RT @chartsguydotcom: #INJ is currently trading right according to our chart, we have labeled support and resistance.
You can take these ent…",961624172009996290,71,0,0
#INJ,Octavio R. Benito,1652210899950731264,https://twitter.com/octa_rb/status/1652210899950731264,2023-04-29 07:19:09+00:00,"RT @QasimSaleemQur1: $USTC $1 $LUNC $0.01 $LUNA $30 anniversary pump highly inevitable.🚀
#LUNA #LUNC #USTC #LUNCcommunity #ust $ust #wluna…",2880374038,200,0,16
#INJ,Cryptocurrencies News,1652209376495804417,https://twitter.com/Cryptonews7News/status/1652209376495804417,2023-04-29 07:13:06+00:00,"A look at MVRV for OMG, SRM, INJ #BitcoinNews #CryptoNews #INJ #MVRV  https://t.co/aMRhiDDdSK",1311665481573568526,5800,0,0
#INJ,Bob Holthaus,1652206960102498306,https://twitter.com/Bobholthauss/status/1652206960102498306,2023-04-29 07:03:30+00:00,"#alpha hit SL 
#inj 
#bel 
#rndr took profit and training SL &amp;  holding

https://t.co/HqGoIO1T12",1533654909010292736,23414,0,0
#INJ,Probiduc🥷🥇,1652206461236260866,https://twitter.com/Probiduc/status/1652206461236260866,2023-04-29 07:01:31+00:00,"8/ It unlocks new synergies and opportunities for Web3 users everywhere, enabling them to access a diverse array of assets seamlessly. $Inj #INJ #Cosmos",1522636157984649217,1909,9,0
#INJ,2k_miles 🥷,1652201556706508801,https://twitter.com/2k_milles/status/1652201556706508801,2023-04-29 06:42:02+00:00,"A great starting point for creating #DeFi products is @Injective_. We selected #INJ  because it provides the most potential for creating truly decentralized financial applications, from its extremely flexible and user-friendly UI templates to its cutting-edge smart contracts. https://t.co/id2xhETdbW",774337628770603008,1467,2,0
#INJ,Cyrrussounet,1652198192056770562,https://twitter.com/Cyrrussounet/status/1652198192056770562,2023-04-29 06:28:40+00:00,"RT @QasimSaleemQur1: $USTC $1 $LUNC $0.01 $LUNA $30 anniversary pump highly inevitable.🚀
#LUNA #LUNC #USTC #LUNCcommunity #ust $ust #wluna…",1359139381718712328,994,0,16
#INJ,Rich🥷,1652197510599831553,https://twitter.com/Rrich0309/status/1652197510599831553,2023-04-29 06:25:57+00:00,"🛣️Roadmap @Injective_ 🛣️

Everything is scheduled until 2024 Q1, what exactly #Injective plans to do before this date, see the infographic below ⤵️

Join us :
👾 https://t.co/22ipm3hD9C
🌏 https://t.co/kIOmMoNEya

#INJ $INJ https://t.co/x1zirRW2qO",1487745286147645448,358,48,5
#INJ,"Wartask (💙,🧡) 🛸 🌊📘(🌸, 🌿) 🥷",1652196441400410112,https://twitter.com/Wartask1/status/1652196441400410112,2023-04-29 06:21:42+00:00,"🔥Earn a share of 500 #INJ between April 27th - May 11th

📲You'll receive a unique referral code &amp; link in the app
🤝When anyone uses your link &amp; makes 25 trades, you'll both earn a share of 500 $INJ when the promotion closes

https://t.co/f3DeBqFJ3S

@Injective_ @frontrunnerxyz https://t.co/ywEJUfxyxg",1171477344214601728,895,25,0
#INJ,Sasha Volkoff 🥷 🔺♒ | EdenX,1652192679885967367,https://twitter.com/SashaVolkoff1/status/1652192679885967367,2023-04-29 06:06:45+00:00,"5/
Not only does this integration allow for native #Astar and #Polkadot assets to integrate with #Injective but it also further cements Injective’s position as the main gateway for #crosschain assets to enter the world of IBC.

👉https://t.co/L3gPUhCyRe

@Injective_ #INJ https://t.co/2YgF1Kk7bq",1320677170826649601,1640,7,0
#INJ,2k_miles 🥷,1652191794086440960,https://twitter.com/2k_milles/status/1652191794086440960,2023-04-29 06:03:14+00:00,Members with Knight rank and higher get access to the #INJ token reward pool every month. You need to make an impact on the Injective ecosystem to earn the Knight title.,774337628770603008,1467,1,0
#INJ,2k_miles 🥷,1652191773945393153,https://twitter.com/2k_milles/status/1652191773945393153,2023-04-29 06:03:09+00:00,"Members can interact with @Injective in a way that has never been possible through the program while gaining exclusive rewards, #INJ tokens, and advantages that are exclusively available to program participants.",774337628770603008,1467,0,0
#INJ,James octa,1652191323062145024,https://twitter.com/jamaes_bnb/status/1652191323062145024,2023-04-29 06:01:22+00:00,"RT @BinanceKiller: BOOOM💥💥💥

Another AMAZING DAY for VIP MEMBERS 🍾💰

#ICP TARGET #5✅
PERIOD: 1 DAY 12 HOURS 36 MIN⏰
PROFIT: +747.97%💴💴💴💴

(…",2385283884,181,0,11
#INJ,Arthe Gello,1652191320406908928,https://twitter.com/MBankzad/status/1652191320406908928,2023-04-29 06:01:21+00:00,"RT @BinanceKiller: BOOOM💥💥💥

Another AMAZING DAY for VIP MEMBERS 🍾💰

#ICP TARGET #5✅
PERIOD: 1 DAY 12 HOURS 36 MIN⏰
PROFIT: +747.97%💴💴💴💴

(…",408375444,147,0,11
#INJ,Malshan dimantha,1652191308864442368,https://twitter.com/RuffieErica/status/1652191308864442368,2023-04-29 06:01:18+00:00,"RT @BinanceKiller: BOOOM💥💥💥

Another AMAZING DAY for VIP MEMBERS 🍾💰

#ICP TARGET #5✅
PERIOD: 1 DAY 12 HOURS 36 MIN⏰
PROFIT: +747.97%💴💴💴💴

(…",481734068,149,0,11
#INJ,Ernestina,1652191306536439808,https://twitter.com/MariahSukmawati/status/1652191306536439808,2023-04-29 06:01:18+00:00,"RT @BinanceKiller: BOOOM💥💥💥

Another AMAZING DAY for VIP MEMBERS 🍾💰

#ICP TARGET #5✅
PERIOD: 1 DAY 12 HOURS 36 MIN⏰
PROFIT: +747.97%💴💴💴💴

(…",484399198,158,0,11
#INJ,Juno Andrea,1652191301474062338,https://twitter.com/DwiDwitutu24/status/1652191301474062338,2023-04-29 06:01:17+00:00,"RT @BinanceKiller: BOOOM💥💥💥

Another AMAZING DAY for VIP MEMBERS 🍾💰

#ICP TARGET #5✅
PERIOD: 1 DAY 12 HOURS 36 MIN⏰
PROFIT: +747.97%💴💴💴💴

(…",734120647,178,0,11
#INJ,Balveer,1652191297162334210,https://twitter.com/caykoji/status/1652191297162334210,2023-04-29 06:01:16+00:00,"RT @BinanceKiller: BOOOM💥💥💥

Another AMAZING DAY for VIP MEMBERS 🍾💰

#ICP TARGET #5✅
PERIOD: 1 DAY 12 HOURS 36 MIN⏰
PROFIT: +747.97%💴💴💴💴

(…",734111814,161,0,11
#INJ,Aiden rolf,1652191292749742082,https://twitter.com/AidenRolf/status/1652191292749742082,2023-04-29 06:01:15+00:00,"RT @BinanceKiller: BOOOM💥💥💥

Another AMAZING DAY for VIP MEMBERS 🍾💰

#ICP TARGET #5✅
PERIOD: 1 DAY 12 HOURS 36 MIN⏰
PROFIT: +747.97%💴💴💴💴

(…",493594055,150,0,11
#INJ,Kendall,1652191287016144896,https://twitter.com/ElevenidLawanya/status/1652191287016144896,2023-04-29 06:01:13+00:00,"RT @BinanceKiller: BOOOM💥💥💥

Another AMAZING DAY for VIP MEMBERS 🍾💰

#ICP TARGET #5✅
PERIOD: 1 DAY 12 HOURS 36 MIN⏰
PROFIT: +747.97%💴💴💴💴

(…",409902164,147,0,11
#INJ,Nandlal kumhar,1652191272810213377,https://twitter.com/AznaAniza/status/1652191272810213377,2023-04-29 06:01:10+00:00,"RT @BinanceKiller: BOOOM💥💥💥

Another AMAZING DAY for VIP MEMBERS 🍾💰

#ICP TARGET #5✅
PERIOD: 1 DAY 12 HOURS 36 MIN⏰
PROFIT: +747.97%💴💴💴💴

(…",409658904,123,0,11
#INJ,Eliana,1652191268930478081,https://twitter.com/iyanjey19/status/1652191268930478081,2023-04-29 06:01:09+00:00,"RT @BinanceKiller: BOOOM💥💥💥

Another AMAZING DAY for VIP MEMBERS 🍾💰

#ICP TARGET #5✅
PERIOD: 1 DAY 12 HOURS 36 MIN⏰
PROFIT: +747.97%💴💴💴💴

(…",589106804,134,0,11
#INJ,CryptoTreeMap,1652190988188762112,https://twitter.com/CryptoTreeMap/status/1652190988188762112,2023-04-29 06:00:02+00:00,"https://t.co/t6kVcSK6IH

Crypto market:
$ICP +7.36% 📈
$APT +5.8% 📈
$CAKE +5.35% 📈
$SOL +3.83% 📈

$XRD -7.24% 📉
$INJ -5.54% 📉

#ICP #APT #CAKE #SOL #XRD #INJ #Bitcoin #Ethereum #crypto #NFT #META #web3 https://t.co/XJBFeed4nr",1466094669478125569,424,1,1
#INJ,Іllusтяіоus Papi🥷,1652189576646086656,https://twitter.com/KhleaTus_Jr/status/1652189576646086656,2023-04-29 05:54:25+00:00,"🔹With the fastest growing and robust ecosystem, @Injective_ should be a priority for all.

⚠️ Say no to procrastination and get started on https://t.co/wd0XfPbHtS.

🫂https://t.co/GJBaT3sgcx 
📲https://t.co/7swMbtnSrC

#Injective #INJ #DeFi #dApps #blockchain #finance #Crypto https://t.co/1Afdx58IOm",1384131693242568707,426,30,0
#INJ,Cnft Beast | Suiswap,1652189533516210177,https://twitter.com/cnft_brod/status/1652189533516210177,2023-04-29 05:54:15+00:00,"RT @Themafiusucat: It's good to take profit and make your short re-entry at the liquidity zone (8.84-8.8)

$INJ

#trading #INJUSDT #INJ #CN…",1574348021470752768,815,0,8
#INJ,BitcoinsChannel,1652188814448656384,https://twitter.com/bitcoinschannel/status/1652188814448656384,2023-04-29 05:51:24+00:00,"$TALIS token will be public launch from May to July. 
 Hope it will be the 1st #launchpad #token from project X...

#Injective #INJ #BTC #crypto #Blockchain #ProjectXeno #WHALES",2714540334,7827,0,0
#INJ,BTC21MILLIONCLUB 🥷🧬,1652185592933892096,https://twitter.com/BTC_21Mill_Club/status/1652185592933892096,2023-04-29 05:38:36+00:00,"RT @bkqN0MSzMsjuQsX: Apollo Safe has launched on the #Injective mainnet, bringing an innovative smart contract enabled multisig protocol in…",1434100278823952389,167,0,1
#INJ,Jasper097,1652183721871568896,https://twitter.com/Jasper0972/status/1652183721871568896,2023-04-29 05:31:10+00:00,"RT @jamesubong0097: For the previous three months, $INJ has been consistently breaking through its local #ATH, while the rest of the market…",1623798878326620165,45,0,17
#INJ,Jasper097,1652183355205591041,https://twitter.com/Jasper0972/status/1652183355205591041,2023-04-29 05:29:42+00:00,"RT @jamesubong0097: Let's talk about $INJ.
🧵🧵
1⃣
#INJ is the native utility token that powers
@Injective_
and its rapidly growing #ecosyste…",1623798878326620165,45,0,1
#INJ,Jasper097,1652183209768042498,https://twitter.com/Jasper0972/status/1652183209768042498,2023-04-29 05:29:07+00:00,"RT @jamesubong0097: 4⃣
It also provides a diverse range of financial assets that may be exchanged on the platform, such as cryptocurrencies…",1623798878326620165,45,0,1
#INJ,David Clark,1652180039146807297,https://twitter.com/AminJoulie/status/1652180039146807297,2023-04-29 05:16:32+00:00,"#INJ/usdt
#futures #LONG 

Entry  : 8.295 - 8.26

Target : 8.50 - 8.96

Leverage : 15-20

Stop Los: 8.18",1140969140150296576,189,0,0
#INJ,apex_degens,1652179937049169923,https://twitter.com/kaibuzz0/status/1652179937049169923,2023-04-29 05:16:07+00:00,"#btc  ByBit USDT
#INJ/USDT All entry targets achieved
Average Entry Price: 8.788  like, retweet and follow to keep calls coming!",1406072763312451587,56,0,0
#INJ,Dumrul Alo,1652178002342494209,https://twitter.com/AloDumrul/status/1652178002342494209,2023-04-29 05:08:26+00:00,"📦 #INJ/USDT - Small Size
🔦 Bearish IDEA 🐻

🪤 Max leverage recommended:  10X - 20X 

✓ Ladder orders between - 8.372 - 8.707

💵 Target 1: 8.270
💵 Target 2: 8.031
💵 Target 3: 7.774
💵 Target 4: 7.530
💵 Target 5: 7.112
💵 Target 6: 6.688

🪄 Stop | Loss : 8.847",1505021684331470857,296,0,0
#INJ,jumpBt 🧊🧙‍♂️🐸,1652177835958628353,https://twitter.com/giampabit/status/1652177835958628353,2023-04-29 05:07:46+00:00,"RT @CryptoNoan: #alpha hit SL 
#inj 
#bel 
#rndr took profit and training SL &amp;  holding",1361080420067115022,23,0,3
#INJ,IsHfaq Khan,1652174713752518659,https://twitter.com/ishfaqhami123/status/1652174713752518659,2023-04-29 04:55:22+00:00,"@MeharZ_ #INJ showing double top on daily 
Little retracement  till 0.5  fib https://t.co/SOFWRlEcZi",2174308669,278,1,0
#INJ,Two Strawberries,1652172996243595265,https://twitter.com/2Strawberries_/status/1652172996243595265,2023-04-29 04:48:32+00:00,"$INJ $USDT #INJUSDT #MSNBC5 #CBS #NBC

#Binance 2023-04-29 06:45:00

#INJ/ #USDT: 8.29800000

INJ is down -1.43% to USDT  in the last 3 hours. Vol = 299400 INJ. Trades: 7212

INJ is down -1.34% to USDT  in the last 60 minutes. Vol = 101037 INJ. Trades: 1921 https://t.co/ZVeFZWMYuT",1225037558456946689,1682,0,0
#INJ,Harsh Singh | Suiswap,1652172378137587713,https://twitter.com/digitalmobrios/status/1652172378137587713,2023-04-29 04:46:05+00:00,"RT @Themafiusucat: It's good to take profit and make your short re-entry at the liquidity zone (8.84-8.8)

$INJ

#trading #INJUSDT #INJ #CN…",1068457071954120706,4277,0,8
#INJ,Vieirinha🏴‍☠️🐍⚡,1652172289742368771,https://twitter.com/JonathassJohnny/status/1652172289742368771,2023-04-29 04:45:44+00:00,RT @Alex76491752: News for #INJ holders!  @Injective_🥷 staking is now available on @AtomicWallet . Stake your $INJ and join the effort to d…,1479640471743909888,47,0,4
#INJ,Cryptoscience,1652172182519267334,https://twitter.com/MehdiMe60205898/status/1652172182519267334,2023-04-29 04:45:18+00:00,"RT @NicoleCrrypto: Hello @eToro 👋 

I think that a collaboration between you and @Injective_ $INJ 💎 would be a great opportunity.

Why not…",1466880973228941316,169,0,14
#INJ,🥷dreamcoil17,1652170988748939265,https://twitter.com/HDKSJJHG/status/1652170988748939265,2023-04-29 04:40:34+00:00,"☕Morning digest on the state of @Injective_ 's token🥷
#INJ #Injective #crypto #cryptocurrency https://t.co/XOmoeSVT1h",2532448410,783,0,0
#INJ,Apollo,1652167990606016513,https://twitter.com/ApolloDAO/status/1652167990606016513,2023-04-29 04:28:39+00:00,"RT @companycirica: 🔦Quick stats from @Injective_ this week.

📰200 million transactions on the $INJ network, which can be considered the big…",1377000992617721859,32022,0,2
#INJ,Paradigm_X 🧬🇺🇦🧬,1652165104224329735,https://twitter.com/SlavinskiyAlex/status/1652165104224329735,2023-04-29 04:17:11+00:00,"RT @Eveleyan: Gn, ninjas🖤

⏰Today I would like to share with you useful and interesting articles in the @Injective_  Blog💪

#injective #inj…",1243478649602523136,162,0,2
#INJ,BNBCHAIN1000X,1652161733073727488,https://twitter.com/cryptowhale7777/status/1652161733073727488,2023-04-29 04:03:47+00:00,"Wow what a surprise,  thank you , you just made my day

#LUNA #LUNC #USTC #LUNCcommunity #ust $ust #wluna #LunaClassic #LuncArmy #Terra #trading #terraport #crypto #BTC    $BTC $ARB $ADA $LTC #Arbitrum #Coinbase $INJ #INJ $SOL #Matic #FTX $WHALE $ATOM #Bitcoin    #Altcoin https://t.co/FUhSqbrFI0",1036926470428483594,1819,0,0
#INJ,Omar Faruk,1652161438558097409,https://twitter.com/Faruq1770/status/1652161438558097409,2023-04-29 04:02:37+00:00,"RT @fastestcekilis: 🎁30$ #SOL FAST [3H] Giveaway🚀

⚔️To enter:
1️⃣Like❤️&amp;RT🔁
2️⃣RT+Like and tag friends last 2 retweet on @PolygonSniper…",1584386730320220161,165,0,330
#INJ,CryptoTreeMap,1652160790009446406,https://twitter.com/CryptoTreeMap/status/1652160790009446406,2023-04-29 04:00:02+00:00,"https://t.co/t6kVcSK6IH

Crypto market:
$ICP +9.93% 📈
$CAKE +7.38% 📈
$APT +5.66% 📈
$SOL +4.66% 📈

$XRD -5.6% 📉
$INJ -5.29% 📉

#ICP #CAKE #APT #SOL #XRD #INJ #Bitcoin #Ethereum #crypto #NFT #META #web3 https://t.co/keIMoLNHcM",1466094669478125569,424,4,0
#INJ,Jimoh.eth,1652160427579564035,https://twitter.com/Santa05733600/status/1652160427579564035,2023-04-29 03:58:36+00:00,"$INJ initial short target hit @ 8.28 ✅

Stop moved. Might do a manual stop/ cut the trade if I see strong buy back from this support 

$INJUSD @Injective_ 

$BTC #Bitcoin #BTC #nft #crypto #altseason #alts #eth #bullmarket #inj https://t.co/bnn1d6f5sw",1281614248066588672,50,3,0
#INJ,verma sugreev,1652158398123876352,https://twitter.com/vermasugreev1/status/1652158398123876352,2023-04-29 03:50:32+00:00,"RT @CryptoNoan: #alpha hit SL 
#inj 
#bel 
#rndr took profit and training SL &amp;  holding",1170700999318593543,114,0,3
#INJ,CTS,1652155771205951491,https://twitter.com/quant_coin/status/1652155771205951491,2023-04-29 03:40:06+00:00,"Swing 🚥 Signals

#AXS 🟢 $8.00
#CHZ 🟡 $0.13
#RNDR 🟢 $2.43
#NEO 🟡 $10.85
#CRV 🟡 $0.93
#KLAY 🟡 $0.23
#MKR 🟢 $701.76
#INJ 🟡 $8.37
#SNX 🟢 $2.47
#ZEC 🟢 $37.91

https://t.co/xzqH6LyCnS",1392291771707703297,6236,0,0
#INJ,Kusumawati 174,1652153316481318914,https://twitter.com/174Kusumawati/status/1652153316481318914,2023-04-29 03:30:20+00:00,"RT @QasimSaleemQur1: $USTC $1 $LUNC $0.01 $LUNA $30 anniversary pump highly inevitable.🚀
#LUNA #LUNC #USTC #LUNCcommunity #ust $ust #wluna…",1626549125121470464,157,0,16
#RETH,DrDee,1652231379239968768,https://twitter.com/DannyBolasie/status/1652231379239968768,2023-04-29 08:40:32+00:00,"🗣📢 I've got news for you this weekend!

Earning passive income on #StaFi just got even better with the introduction of #rETH farming campaign! 

Simply #stake your tokens in StaFiHub's #rToken #LiquidityMining Pool and earn lucrative rewards. 

To begin 👇

#blockchain #crypto https://t.co/PmSvg36YFd",1392753881004879872,4573,7,0
#RETH,Daniya Howerton,1652213082826113024,https://twitter.com/DaniyaHowerton2/status/1652213082826113024,2023-04-29 07:27:50+00:00,RT @zenpulsar: The top 5 #DeFi pools as of today and their APY rates. #STETH by #Lido and #RETH by #RocketPool currently deliver the best r…,1539514058046861312,37,0,30
#RETH,Crypto Queen,1652206327001673730,https://twitter.com/CryptoQuee_n/status/1652206327001673730,2023-04-29 07:00:59+00:00,"RT @bheecrush: 👀
@StaFi_Protocol introduces the $rETH Farming Campaign!🤑

Stake your #ETH with #StaFi and enjoy a bonus APR of 76.16%, plus…",1625405433287516160,7,0,1
#RETH,Crypto Queen,1652206291979325441,https://twitter.com/CryptoQuee_n/status/1652206291979325441,2023-04-29 07:00:51+00:00,"RT @bheecrush: 👀
@StaFi_Protocol $rETH is now listed on OpenOcean!

Trade $rETH like a pro with @OpenOceanGlobal!

Enjoy lightning-fast swa…",1625405433287516160,7,0,1
#RETH,BheeCrush,1652194653339373568,https://twitter.com/bheecrush/status/1652194653339373568,2023-04-29 06:14:36+00:00,"👀
@StaFi_Protocol $rETH is now listed on OpenOcean!

Trade $rETH like a pro with @OpenOceanGlobal!

Enjoy lightning-fast swaps, top rates &amp; powerful tools to take your trading game to the next level.
Plus, place limit orders for even more control.

#StaFi #StakingRewards #rETH👇 https://t.co/2vfwQTuMaD",1067173653027135489,1239,1,1
#RETH,BheeCrush,1652189352145870850,https://twitter.com/bheecrush/status/1652189352145870850,2023-04-29 05:53:32+00:00,"👀
@StaFi_Protocol introduces the $rETH Farming Campaign!🤑

Stake your #ETH with #StaFi and enjoy a bonus APR of 76.16%, plus rewards in $FIS tokens.
Don't wait, join the farming campaign now at https://t.co/ID9ZsN2z0F and harvest your rewards!

#rETH #LSD #Staking #DeFi https://t.co/SaV4EaIvPf",1067173653027135489,1239,27,1
#RETH,Crypto Chronicle ⚛,1652123892268380160,https://twitter.com/_brownish6/status/1652123892268380160,2023-04-29 01:33:25+00:00,"🚀Ready to boost your earnings?
Join @StaFi_Protocol's  #LiquidityMining Pool and stake your tokens!
Earn sweet rewards and take part in the new #rETH Farming Campaign; the perfect opportunity to reap the benefits of DeFi.
Don't miss out on your chance to be a part of the future! https://t.co/ClvpM6gZAc",1313493384666001408,1916,1,0
#RETH,Baloo.egld✖️,1652123492027088896,https://twitter.com/necessities1989/status/1652123492027088896,2023-04-29 01:31:50+00:00,"RT @Elrond_Builders: 1/
@risa_staking is a #Staking provider &amp; #node operator on @MultiversX &amp; @ethereum, and a Digital Assets Manager for…",1233774712897069056,764,0,3
#RETH,Crypto Chronicle ⚛,1652085236971257857,https://twitter.com/_brownish6/status/1652085236971257857,2023-04-28 22:59:49+00:00,"StaFi #rETH Farming Campaign is live! 🔥📣

Stake your $ETH with #StaFi, earn a bonus APR of 76.16%, receive $FIS token rewards, and redeem staked $rETH at the end of the campaign. Join now for maximum benefits! 😉

⏳Duration: 60 Days
➡️Staking Campaign: https://t.co/Tj7FI8CF1t https://t.co/8KhaRqYVS1",1313493384666001408,1916,1,0
#RETH,Angelyn Bridge,1652058055801208832,https://twitter.com/angelyn_bridge/status/1652058055801208832,2023-04-28 21:11:48+00:00,RT @zenpulsar: The top 5 #DeFi pools as of today and their APY rates. #STETH by #Lido and #RETH by #RocketPool currently deliver the best r…,1516091964566900737,25,0,30
#RETH,MercyellaCrypto,1652045613314220049,https://twitter.com/Mercyellaa/status/1652045613314220049,2023-04-28 20:22:22+00:00,"StaFi #rETH Farming Campaign is live

Stake your $ETH with StaFi to earn a bonus APR of 76.16% &amp; receive rewards in $FIS tokens. Redemptions of staked $rETH will be enabled at the end of the campaign.

⏳Duration: 60 Days
➡️Staking Campaign: https://t.co/iygkYU9R2u https://t.co/LnFYPCWsf5",1460315933616926720,2229,3,0
#RETH,CB_scorpio ⚡️🌱,1652042353710866436,https://twitter.com/CB_scorpio13/status/1652042353710866436,2023-04-28 20:09:25+00:00,"RT @Elrond_Builders: 1/
@risa_staking is a #Staking provider &amp; #node operator on @MultiversX &amp; @ethereum, and a Digital Assets Manager for…",1360298781623934976,383,0,3
#RETH,Jyoti srivastava,1652038313723990017,https://twitter.com/Jyotisriva64342/status/1652038313723990017,2023-04-28 19:53:22+00:00,"RT @Lily_kvfan: Very excited to see KV sir in his new webseries 😍
#karanvirsharma #reth #karanvirsharma𓇼 #rabbsehaidua #shauryaauranokhikik…",1637680002039783430,2,0,7
#RETH,@aa | MultiversX,1652035011598491661,https://twitter.com/alin_aad/status/1652035011598491661,2023-04-28 19:40:14+00:00,"RT @Elrond_Builders: 1/
@risa_staking is a #Staking provider &amp; #node operator on @MultiversX &amp; @ethereum, and a Digital Assets Manager for…",951301483743629312,612,0,3
#RETH,Everley Steffen,1652030505355735042,https://twitter.com/EverleySteffen2/status/1652030505355735042,2023-04-28 19:22:20+00:00,RT @zenpulsar: The top 5 #DeFi pools as of today and their APY rates. #STETH by #Lido and #RETH by #RocketPool currently deliver the best r…,1503755507571568643,27,0,30
#RETH,MultiversX Builders (previously Elrond Builders),1651971981141475334,https://twitter.com/Elrond_Builders/status/1651971981141475334,2023-04-28 15:29:47+00:00,"1/
@risa_staking is a #Staking provider &amp; #node operator on @MultiversX &amp; @ethereum, and a Digital Assets Manager for #EGLD &amp; #rETH 🔥

On #MultiversX, they are Rank 79; 5 Nodes; 26K $EGLD in Delegation Cap &amp; 1715 Delegators:
https://t.co/Vhgant9dPl

https://t.co/B1WtOyrsLA

🧵👇 https://t.co/BjUCSBXCLN",1501054273093713920,2947,20,3
#RETH,Dora☘️,1651954875205562376,https://twitter.com/OperaOfDreams18/status/1651954875205562376,2023-04-28 14:21:48+00:00,"RT @sonudipankhi: This is the first thing i remembered from this bts🔥
Their intense expressions are also similar🙌🏻

#KaranvirSharma𓇼 #Karan…",809454332584214528,238,0,6
